,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
278,250,France,008,Albania,40," Natural rubber latex, including prevulcanised",44501.563,5.92284,"France -  Natural rubber latex, including prevulcanised"
279,840,United States of America,008,Albania,38, Artificial graphite,84089.823,5.740004,United States of America -  Artificial graphite
280,276,Germany,008,Albania,94," Seats, aircraft",6087.375,5.6665,"Germany -  Seats, aircraft"
281,156,China,008,Albania,71," Pearls natural, not permanently mounted or set",104465.197,5.46761,"China -  Pearls natural, not permanently mounted or set"
282,032,Argentina,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",11582.006,5.465631999999999,"Argentina -  Cucumbers,gherkins, prepared or preserved by vinegar"
283,356,India,008,Albania,61," Mens, boys overcoats, etc, of wool or hair, knit",113305.012,5.04917,"India -  Mens, boys overcoats, etc, of wool or hair, knit"
284,156,China,008,Albania,46, Plaits and products of plaiting materials,28014.729,4.95322,China -  Plaits and products of plaiting materials
285,340,Honduras,008,Albania,09," Coffee, not roasted, not decaffeinated",16831.515,4.9178999999999995,"Honduras -  Coffee, not roasted, not decaffeinated"
286,392,Japan,008,Albania,40," Natural rubber latex, including prevulcanised",32395.373,4.8242780000000005,"Japan -  Natural rubber latex, including prevulcanised"
287,484,Mexico,008,Albania,84, Nuclear reactors,25700.246,4.205314,Mexico -  Nuclear reactors
288,840,United States of America,008,Albania,90," Optical fibres, except for telecommunications",222527.262,4.097517,"United States of America -  Optical fibres, except for telecommunications"
289,840,United States of America,008,Albania,35, Casein,28871.723,4.07174,United States of America -  Casein
290,356,India,008,Albania,54, Sewing thread of synthetic filaments,68463.785,4.037,India -  Sewing thread of synthetic filaments
291,586,Pakistan,008,Albania,63, Electric blankets of textile material,22505.685,3.987,Pakistan -  Electric blankets of textile material
292,840,United States of America,008,Albania,63, Electric blankets of textile material,5329.681,3.968245,United States of America -  Electric blankets of textile material
293,100,Bulgaria,008,Albania,87, Pedestrian controlled tractors,6301.025,3.954,Bulgaria -  Pedestrian controlled tractors
294,392,Japan,008,Albania,37, X-ray plates and films,118998.584,3.933221,Japan -  X-ray plates and films
295,250,France,008,Albania,19," Infant foods of cereals, flour, starch or milk, retai",7002.409,3.90017,"France -  Infant foods of cereals, flour, starch or milk, retai"
296,604,Peru,008,Albania,08," Coconuts, fresh or dried",5965.307,3.874542,"Peru -  Coconuts, fresh or dried"
297,276,Germany,008,Albania,38, Artificial graphite,8377.707,3.7826,Germany -  Artificial graphite
298,840,United States of America,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",46176.625,3.75825,"United States of America -  Cucumbers,gherkins, prepared or preserved by vinegar"
299,380,Italy,008,Albania,57," Carpets of wool or fine animal hair, knotted",46178.437,3.5181799999999996,"Italy -  Carpets of wool or fine animal hair, knotted"
300,792,Türkiye,008,Albania,40," Natural rubber latex, including prevulcanised",16644.884,3.45133,"Türkiye -  Natural rubber latex, including prevulcanised"
301,608,Philippines,008,Albania,85, Electric motors of an output < 37.5 watts,19358.089,3.107274,Philippines -  Electric motors of an output < 37.5 watts
302,032,Argentina,008,Albania,87, Pedestrian controlled tractors,11246.767,3.071616,Argentina -  Pedestrian controlled tractors
303,578,Norway,008,Albania,87, Pedestrian controlled tractors,4906.094,3.057,Norway -  Pedestrian controlled tractors
304,218,Ecuador,008,Albania,87, Pedestrian controlled tractors,5871.136,3.041,Ecuador -  Pedestrian controlled tractors
